PSLAccountReference,BaseCcyOfTheAccount,SubAccountReference,FundManagerCode,FundManagerName,ISIN,Sedol,Sedol Description,CCYOfTheAsset,Exchange,ValueDate,Holding,Price,Cost,Value,AccruedInterest,QuarterUpValuation
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2547984018,BNNT7V4,ID-76DAADF0,GBP,ACXX,31/12/2025,734.9274,15.3623,9162.8404,11290.18,0,8467.6313977650000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2547984109,BNNT7W5,ID-A4652238,GBP,ACXX,31/12/2025,1881.4133,17.248,25856.4457,32450.62,0,24337.9624488000000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2539431572,BP0VN75,ID-EE81F0C0,GBP,ACXX,31/12/2025,45.324,105.42,4733.99,4778.06,0,3583.5420600000000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,GB00BP0Y3H46,BP0Y3H4,ID-4EBB513D,GBP,ACXX,31/12/2025,4704.011,1.038,4785.6,4882.76,0,3662.0725635000000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2545195880,BP6JCP4,ID-5D19C5FA,GBP,ACXL,31/12/2025,1005.2047,10.8214,10408.38,10877.72,0,8158.2916054350000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2545195708,BP6JCQ5,ID-B1774BBB,GBP,ACXL,31/12/2025,508.4866,10.6827,5353.67,5432.01,0,4074.0073513650000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2545195963,BPNZF56,ID-B75EA0BA,GBP,ACXL,31/12/2025,856.974,17.4555,12002.6059,14958.91,0,11219.1822427500000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2545196185,BPNZF89,ID-83C0C886,GBP,ACXL,31/12/2025,672.1424,16.4867,9273.8619,11081.41,0,8311.0575795600000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2583223800,BPRSVV9,ID-2F39E893,GBP,ACCC,31/12/2025,266.7123,13.7986,3120.0717,3680.26,0,2760.1922570850000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2583223982,BPRSVW0,ID-4393850F,GBP,ACCC,31/12/2025,104.1392,11.6607,1037.56,1214.34,0,910.7519770800000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2572451875,BQ2HSX9,ID-0EF27719,GBP,ACCC,31/12/2025,1067.3882,11.6028,11114.2098,12384.69,0,9288.5188552200000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2575900118,BQ2HT69,ID-2D7AB7BD,GBP,ACCC,31/12/2025,741.2941,15.0057,9324.752,11123.64,0,8342.7276572775000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,LU2583742403,BQVVJ06,ID-8DE7662F,GBP,ACCC,31/12/2025,757.2021,13.6835,8389.1585,10361.17,0,7770.8812015125000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,IE000NV37GV4,BT9KXX7,ID-A3BA3A11,GBP,ACXX,31/12/2025,76.8889,114.3439,8703.64,8791.78,0,6618.9751898325000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,IE000VDXQSI1,BT9KXY8,ID-9BF865C4,GBP,ACXX,31/12/2025,105.7097,118.7883,11170.88,12557.08,0,9417.8066673825000000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,GB00BYQPY489,BYQPY48,ID-898C0A1A,GBP,ACXX,31/12/2025,802.1497,3.9969,2851.05,3206.11,0,2404.5810938861250000000000
ID-BF362B80,GBP,ID-0B9E526D,,SLS,GB00BYW7CK07,BYW7CK0,ID-16CB807A,GBP,ACXX,31/12/2025,7862.305,0.5877,4433.8954,4620.68,0,3465.5074863750000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,,,ID-A7018ADE,GBP,,31/12/2025,0,0,44375.43,44375.43,0,0
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB0000536739,0053673,ID-18CE0D6E,GBP,ACXL,31/12/2025,252,51.42,12908.529,12957.84,0,12955.3200000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB0002374006,0237400,ID-7FE7CD9C,GBP,ACXL,31/12/2025,383,16.025,9595.0472,6137.58,0,6136.6175000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB0002634946,0263494,ID-59D5A278,GBP,ACXL,31/12/2025,820,17.14,9653.2547,14054.8,0,14052.7500000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB0005576813,0557681,ID-3B19C10C,GBP,ACXL,31/12/2025,1090,8.395,8787.11,9150.55,0,9147.8250000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB0007980591,0798059,ID-68FA903A,GBP,ACXL,31/12/2025,2090,4.3095,11057.67,9006.86,0,9006.3325000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US0231351067,2000019,ID-DDC274E8,USD,ACXN,31/12/2025,170,232.53,21158.0458,29341.76,0,22006.3216802850000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US0378331005,2046251,ID-F830EBD8,USD,ACXN,31/12/2025,79,273.08,14054.13,16013.09,0,12009.8208613620000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US0846707026,2073390,ID-C5B9C6A8,USD,ACXN,31/12/2025,36,503.71,10865.2428,13459.88,0,10094.9138648460000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US46625H1005,2190385,ID-A78DF97D,USD,ACXN,31/12/2025,57,323.42,7947.5311,13683.59,0,10262.6914628790000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US17275R1023,2198163,ID-7EBA52DC,USD,ACXN,31/12/2025,220,77.41,9036.15,12640.9,0,9480.6757250700000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US67066G1040,2379504,ID-6FABA961,USD,ACXN,31/12/2025,236,187.54,24685.049,32852.18,0,24639.1350902040000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US5949181045,2588173,ID-A479D69E,USD,ACXN,31/12/2025,101,487.48,32706.5928,36545.71,0,27409.2858597180000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US8825081040,2885409,ID-C1DBB0C7,USD,ACXN,31/12/2025,84,175.42,10891.069,10937.46,0,8203.0986951480000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US91324P1021,2917766,ID-935DF025,USD,ACXN,31/12/2025,35,332.16,10813.9818,8629.26,0,6471.9465249600000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,DE0005810055,7021963,ID-8102EBB7,EUR,ACXF,31/12/2025,56,223.2,8966.6668,10907.76,0,8180.8185816000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,CH0012032048,7110388,ID-22FDCC15,CHF,ACXS,31/12/2025,32,328.2,7218.644,9854.47,0,7390.8518515200000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,IE00B04TWJ54,B050112,ID-69DF981B,GBP,ACXF,31/12/2025,1887.43,1.66409,2999.99,3140.85,0,2355.6400415250000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,FR0000073272,B058TZ6,ID-C34B0F14,EUR,ACXP,31/12/2025,78,297.4,13772.5723,20243.65,0,15182.7384793500000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US57636Q1040,B121557,ID-6DDE9F30,USD,ACXN,31/12/2025,36,577.42,13078.7524,15429.53,0,11572.1450116920000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,AT0000730007,B1WVF68,ID-60212440,EUR,ACXW,31/12/2025,122,66.75,6141.059,7106.64,0,5329.9808083125000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,FR0000125486,B1XH026,ID-26FAC460,EUR,ACXP,31/12/2025,112,120.45,12087.5865,11772.76,0,8829.5662917000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US92826C8394,B2PZN04,ID-4BBAD702,USD,ACXN,31/12/2025,46,353.62,9932,12074.05,0,9055.5367109820000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US30303M1027,B7TL820,ID-47883E54,USD,ACXN,31/12/2025,32,665.95,10969.6036,15817.94,0,11863.4538626400000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US98978V1035,B95WG16,ID-8CB1EE19,USD,ACXN,31/12/2025,85,126.41,12156.2,7975.51,0,5981.6348935725000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,IE00BD1F4K20,BD1F4K2,ID-85156828,USD,ACXL,31/12/2025,3542,12.417,28860.3048,32645.51,0,32638.9418335442000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US09857L1089,BDRXDB4,ID-117A31F2,USD,ACXN,31/12/2025,4,5427.15,11054.064,16113.51,0,12085.1309465100000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US11135F1012,BDZ78H9,ID-B2E0004B,USD,ACXN,31/12/2025,31,349.85,7961.41,8050.11,0,6037.5830274975000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,IE00BDZ7VY70,BDZ7VY7,ID-6ED88DBB,GBP,ACXX,31/12/2025,104103.912,0.8744,89992.77,91028.46,0,68271.3454896000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,IE00BDZVH859,BDZVH85,ID-4BD4E741,GBP,ACXL,31/12/2025,3623,4.842,17564.67,17542.57,0,17540.7545000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US45866F1049,BFSSDS9,ID-01925BCA,USD,ACXN,31/12/2025,110,163.16,11868.25,13321.85,0,9991.3903326600000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,IE00BK5MT033,BKTPDL7,ID-C8FAF355,GBP,ACXL,31/12/2025,16771,2.977,53376.9369,49927.27,0,49918.8815000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,IE00BKTZQP20,BKTZQP2,ID-83A33850,GBP,ACXX,31/12/2025,155,157.18263,20754.9,24363.31,0,18272.4807375000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,LU2101366735,BKY7073,ID-56E23EA5,GBP,ACXX,31/12/2025,200,111.2639,21090.92,22252.78,0,16689.5850000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB00BL68HH02,BL68HH0,ID-904AC22A,GBP,ACXL,31/12/2025,10143.93,84.87,8293.08,8609.15,7.21,645686.5043250000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB00BM8PJY71,BM8PJY7,ID-1608D20C,GBP,ACXL,31/12/2025,1814,6.532,10095.24,11849.05,0,11847.2340000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,IE00BM950G55,BM950G5,ID-02F4F2FF,GBP,ACXX,31/12/2025,46500,0.8446,39483.8555,39273.9,0,29455.4250000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB00BMBL1G81,BMBL1G8,ID-6E96B648,GBP,ACXL,31/12/2025,6627.97,93.27,5996.39,6181.91,3.42,463643.0714250000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB00BMGR2916,BMGR291,ID-67C2C2AC,GBP,ACXL,31/12/2025,6760.41,70.25495,4633.13,4749.52,17.45,474901.5296524500000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB00BNNGP775,BNNGP77,ID-3FBFAD33,GBP,ACXL,31/12/2025,9533.1,47.03056,4605.36,4483.47,34.45,448251.7196022000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,CA13646K1084,BNVTFQ7,ID-9DEA3AD4,USD,ACXN,31/12/2025,170,74.29,10494.45,9374.27,0,7030.7041570050000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,LU2539431572,BP0VN75,ID-EE81F0C0,GBP,ACXX,31/12/2025,208,105.42,22037.6,21927.36,0,16445.5200000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB00BP0Y3H46,BP0Y3H4,ID-4EBB513D,GBP,ACXX,31/12/2025,23020.068,1.038,23409.95,23894.83,0,17921.1229380000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,LU2545195880,BP6JCP4,ID-5D19C5FA,GBP,ACXL,31/12/2025,4979.1767,10.8214,52231.2,53881.66,0,40411.2470560350000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,LU2545195708,BP6JCQ5,ID-B1774BBB,GBP,ACXL,31/12/2025,2461.6684,10.6827,26002.6923,26297.27,0,19722.9487625100000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB00BP6MXD84,BP6MXD8,ID-CB76C226,GBP,ACXL,31/12/2025,428,27.315,10470.7873,11690.82,0,11689.7500000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,LU2583223800,BPRSVV9,ID-2F39E893,GBP,ACCC,31/12/2025,3332.8096,13.7986,37979.2762,45988.11,0,34491.0799099200000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,LU2583223982,BPRSVW0,ID-4393850F,GBP,ACCC,31/12/2025,1400,11.6607,13696.76,16324.98,0,12243.7350000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,LU2572451875,BQ2HSX9,ID-0EF27719,GBP,ACCC,31/12/2025,5190,11.6028,55489.59,60218.53,0,45163.8990000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,LU2583742403,BQVVJ06,ID-8DE7662F,GBP,ACCC,31/12/2025,3801.7192,13.6835,39289.7962,52020.82,0,39015.6185049000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US0367521038,BSPHGL4,ID-830B7F49,USD,ACXN,31/12/2025,37,348.8,12599.3886,9579.36,0,7184.5197729600000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,IE000VDXQSI1,BT9KXY8,ID-9BF865C4,GBP,ACXX,31/12/2025,862.3239,118.7883,90536.28,102433.99,0,76825.4925977775000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,NL0015002MS2,BVZG4R4,ID-00165F6B,GBP,ACXL,31/12/2025,54,11.735,538.72,633.69,0,633.5550000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB00BVZK7T90,BVZK7T9,ID-ED44B591,GBP,ACXL,31/12/2025,240,48.56,9983.11,11654.4,0,11653.8000000000000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,GB00BYW7CK07,BYW7CK0,ID-16CB807A,GBP,ACXX,31/12/2025,41157.703,0.5877,23373.62,24188.38,0,18141.2865398250000000000000
ID-9DFB71E4,GBP,ID-F529F1D3,,SLS,US02079K1079,BYY88Y7,ID-2ECA266A,USD,ACXN,31/12/2025,155,314.55,20073.4772,36189.26,0,27141.9428512125000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,,,ID-1BB4F997,GBP,,31/12/2025,0,0,6206.03,6206.03,0,0
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB0000536739,0053673,ID-18CE0D6E,GBP,ACXL,31/12/2025,148,51.42,7785.2399,7610.16,0,7608.6800000000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB0002374006,0237400,ID-7FE7CD9C,GBP,ACXL,31/12/2025,231,16.025,5786.5873,3701.78,0,3701.1975000000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB0002634946,0263494,ID-59D5A278,GBP,ACXL,31/12/2025,484,17.14,6278.1597,8295.76,0,8294.5500000000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB0005576813,0557681,ID-3B19C10C,GBP,ACXL,31/12/2025,602,8.395,4838.8589,5053.79,0,5052.2850000000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB0007980591,0798059,ID-68FA903A,GBP,ACXL,31/12/2025,1077,4.3095,5295.2229,4641.33,0,4641.0622500000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US0231351067,2000019,ID-DDC274E8,USD,ACXN,31/12/2025,84,232.53,9588.3252,14498.28,0,10873.7118890820000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US0378331005,2046251,ID-F830EBD8,USD,ACXN,31/12/2025,45,273.08,7964.1752,9121.38,0,6841.0371995100000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US0846707026,2073390,ID-C5B9C6A8,USD,ACXN,31/12/2025,20,503.71,6107.9074,7477.71,0,5608.2854804700000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US46625H1005,2190385,ID-A78DF97D,USD,ACXN,31/12/2025,31,323.42,4270.2547,7441.95,0,5581.4637780570000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US17275R1023,2198163,ID-7EBA52DC,USD,ACXN,31/12/2025,120,77.41,4597.176,6895.04,0,5171.2776682200000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US67066G1040,2379504,ID-6FABA961,USD,ACXN,31/12/2025,147,187.54,15418.2168,20463.01,0,15347.2578739830000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US5949181045,2588173,ID-A479D69E,USD,ACXN,31/12/2025,60,487.48,17792.9886,21710.32,0,16282.7440750800000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US8825081040,2885409,ID-C1DBB0C7,USD,ACXN,31/12/2025,43,175.42,6183.6821,5598.94,0,4199.2052844210000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US91324P1021,2917766,ID-935DF025,USD,ACXN,31/12/2025,21,332.16,8348.4546,5177.56,0,3883.1679149760000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,DE0005810055,7021963,ID-8102EBB7,EUR,ACXF,31/12/2025,33,223.2,5046.754,6427.79,0,4820.8395213000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,CH0012032048,7110388,ID-22FDCC15,CHF,ACXS,31/12/2025,15,328.2,3409.5243,4619.28,0,3464.4618054000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,IE00B04TWJ54,B050112,ID-69DF981B,GBP,ACXF,31/12/2025,832.97,1.66409,1278.0786,1386.14,0,1039.6027854750000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,FR0000073272,B058TZ6,ID-C34B0F14,EUR,ACXP,31/12/2025,43,297.4,6654.6264,11159.96,0,8369.9712129750000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US57636Q1040,B121557,ID-6DDE9F30,USD,ACXN,31/12/2025,19,577.42,6266.6472,8143.36,0,6107.5209783930000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,AT0000730007,B1WVF68,ID-60212440,EUR,ACXW,31/12/2025,73,66.75,3394.3539,4252.33,0,3189.2508115312500000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,FR0000125486,B1XH026,ID-26FAC460,EUR,ACXP,31/12/2025,62,120.45,6714.1323,6517.06,0,4887.7956257625000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US92826C8394,B2PZN04,ID-4BBAD702,USD,ACXN,31/12/2025,26,353.62,5214.1597,6824.46,0,5118.3468366420000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US30303M1027,B7TL820,ID-47883E54,USD,ACXN,31/12/2025,19,665.95,6333.8634,9391.9,0,7043.9257309425000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US98978V1035,B95WG16,ID-8CB1EE19,USD,ACXN,31/12/2025,48,126.41,6861.9509,4503.82,0,3377.8644104880000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,IE00BD1F4K20,BD1F4K2,ID-85156828,USD,ACXL,31/12/2025,2016,12.417,16428.1984,18580.85,0,18577.1052333216000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US09857L1089,BDRXDB4,ID-117A31F2,USD,ACXN,31/12/2025,2,5427.15,5706.9527,8056.75,0,6042.5654732550000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US11135F1012,BDZ78H9,ID-B2E0004B,USD,ACXN,31/12/2025,27,349.85,6951.816,7011.39,0,5258.5400562075000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,IE00BDZ7VY70,BDZ7VY7,ID-6ED88DBB,GBP,ACXX,31/12/2025,7312.198,0.8744,6258.7336,6393.79,0,4795.3394484000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,IE00BDZVH859,BDZVH85,ID-4BD4E741,GBP,ACXL,31/12/2025,1232,4.842,5972.8551,5965.34,0,5964.7280000000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US45866F1049,BFSSDS9,ID-01925BCA,USD,ACXN,31/12/2025,60,163.16,6274.4956,7266.47,0,5449.8492723600000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,IE00BK5MT033,BKTPDL7,ID-C8FAF355,GBP,ACXL,31/12/2025,6857,2.977,21515.6806,20413.29,0,20409.8605000000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,IE00BKTZQP20,BKTZQP2,ID-83A33850,GBP,ACXX,31/12/2025,45.8096,157.18263,6490.3677,7200.47,0,5400.3550554360000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,LU2101366735,BKY7073,ID-56E23EA5,GBP,ACXX,31/12/2025,23.587,111.2639,2354.3945,2624.38,0,1968.2862069750000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB00BL68HH02,BL68HH0,ID-904AC22A,GBP,ACXL,31/12/2025,1972.6,84.87,1602.08,1674.15,1.4,125560.9215000000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB00BM8PJY71,BM8PJY7,ID-1608D20C,GBP,ACXL,31/12/2025,1008,6.532,5608.8737,6584.26,0,6583.2480000000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,IE00BM950G55,BM950G5,ID-02F4F2FF,GBP,ACXX,31/12/2025,7240.97,0.8446,5962.1018,6115.72,0,4586.7924465000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB00BMBL1G81,BMBL1G8,ID-6E96B648,GBP,ACXL,31/12/2025,1306.46,93.27,1177.56,1218.54,0.67,91390.1431500000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB00BMGR2916,BMGR291,ID-67C2C2AC,GBP,ACXL,31/12/2025,1549.44,70.25495,1061.88,1088.56,4,108844.2011808000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB00BNNGP775,BNNGP77,ID-3FBFAD33,GBP,ACXL,31/12/2025,2178.38,47.03056,1052.36,1024.5,7.87,102428.6518495600000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,CA13646K1084,BNVTFQ7,ID-9DEA3AD4,USD,ACXN,31/12/2025,97,74.29,5825.542,5348.85,0,4011.6370778205000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,LU2539431572,BP0VN75,ID-EE81F0C0,GBP,ACXX,31/12/2025,11.8514,105.42,1233.4634,1249.37,0,937.0309410000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB00BP0Y3H46,BP0Y3H4,ID-4EBB513D,GBP,ACXX,31/12/2025,2445.185,1.038,2387.2337,2538.1,0,1903.5765225000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,LU2545195880,BP6JCP4,ID-5D19C5FA,GBP,ACXL,31/12/2025,250.3076,10.8214,2641.7618,2708.68,0,2031.5089969800000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,LU2545195708,BP6JCQ5,ID-B1774BBB,GBP,ACXL,31/12/2025,120.2468,10.6827,1232.6393,1284.56,0,963.4203677700000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB00BP6MXD84,BP6MXD8,ID-CB76C226,GBP,ACXL,31/12/2025,249,27.315,6533.7754,6801.44,0,6800.8125000000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,LU2583223800,BPRSVV9,ID-2F39E893,GBP,ACCC,31/12/2025,1909.5488,13.7986,21738.5032,26349.1,0,19761.8250537600000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,LU2583223982,BPRSVW0,ID-4393850F,GBP,ACCC,31/12/2025,783.1879,11.6607,7731.6396,9132.52,0,6849.3893591475000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,LU2572451875,BQ2HSX9,ID-0EF27719,GBP,ACCC,31/12/2025,745.8753,11.6028,7605.2679,8654.24,0,6490.6814481300000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,LU2583742403,BQVVJ06,ID-8DE7662F,GBP,ACCC,31/12/2025,2056.4139,13.6835,21878.0341,28138.94,0,21104.2047004875000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US0367521038,BSPHGL4,ID-830B7F49,USD,ACXN,31/12/2025,23,348.8,7906.5817,5954.74,0,4466.0528318400000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,IE000VDXQSI1,BT9KXY8,ID-9BF865C4,GBP,ACXX,31/12/2025,366.446,118.7883,38505.5735,43529.5,0,32647.1230363500000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,NL0015002MS2,BVZG4R4,ID-00165F6B,GBP,ACXL,31/12/2025,32,11.735,357.1,375.52,0,375.4400000000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB00BVZK7T90,BVZK7T9,ID-ED44B591,GBP,ACXL,31/12/2025,144,48.56,6617.43,6992.64,0,6992.2800000000000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,GB00BYW7CK07,BYW7CK0,ID-16CB807A,GBP,ACXX,31/12/2025,12128.866,0.5877,6791.5662,7128.13,0,5346.1009111500000000000000
ID-227F21FD,GBP,ID-4AE04F4C,,SLS,US02079K1079,BYY88Y7,ID-2ECA266A,USD,ACXN,31/12/2025,79,314.55,9664.7945,18444.85,0,13833.6353886825000000000000
ID-F04D1395,GBP,#N/A,,SLS,,,ID-946E671B,GBP,,31/12/2025,0,0,6455.9,6455.9,0,0
ID-F04D1395,GBP,#N/A,,SLS,GB00BPK6TW73,BPK6TW7,ID-AF5A8672,GBP,ACXX,31/12/2025,757666.335,1.1679,828750.88,884878.51,0,663658.8844848750000000000000
ID-88A8C913,GBP,ID-8F31EAB3,,SLS,,,ID-2E9FFC61,CHF,,31/12/2025,0,0,406961.2962,406961.2962,0,0
ID-88A8C913,GBP,ID-8F31EAB3,,SLS,,,ID-B91F9869,GBP,,31/12/2025,0,0,583760.68,583760.68,0,0
ID-88A8C913,GBP,ID-8F31EAB3,,SLS,,,ID-D8F0FE93,USD,,31/12/2025,0,0,130589.4324,130589.4324,0,0
ID-88A8C913,GBP,ID-8F31EAB3,,SLS,GB0007188757,0718875,ID-B043C7E0,GBP,ACXL,31/12/2025,2110,60.26,100691,127148.6,0,127138.0500000000000000000000
ID-88A8C913,GBP,ID-8F31EAB3,,SLS,GB0007980591,0798059,ID-68FA903A,GBP,ACXL,31/12/2025,10187,4.3095,49532,43900.88,0,43898.3297500000000000000000
ID-88A8C913,GBP,ID-8F31EAB3,,SLS,GB0009895292,0989529,ID-CD033F22,GBP,ACXL,31/12/2025,285,137.5,25250,39187.5,0,39184.6500000000000000000000
ID-88A8C913,GBP,ID-8F31EAB3,,SLS,GB00B0FVQX23,B0FVQX2,ID-50288429,GBP,ACXL,31/12/2025,26649,0.712,153567,18974.09,0,18947.4390000000000000000000
