Policyholder_Number,Security_Code,ISIN,Other_Security_ID,ID_Type,Asset_Name,Acq_Cost_in_GBP,Cash_Value_in_GBP,Bid_Value_in_GBP,Accrued_Interest,Holding,Loc_Bid_Price,Currency_Local
ID-153A7702,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,16001.31,0.00,1314.06,12.18,GBP
ID-153A7702,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,27563.68,0.00,3267.00,8.44,GBP
ID-153A7702,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,17631.23,0.00,71422.00,0.25,GBP
ID-153A7702,CASH_GBP,,,sedol_isin,Cash,0.00,16227.96,,0.00,,,GBP
ID-153A7702,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,49450.57,0.00,10100.00,6.60,USD
ID-153A7702,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,13284.52,0.00,117003.00,0.11,GBP
ID-153A7702,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,44805.57,0.00,10107.00,5.97,USD
ID-19427F1D,3250330,GB0032503301,,sedol_isin,SVS BROWN SHIP GWTH A DIS,0.00,0.00,426668.69,0.00,118971.83,3.59,GBP
ID-19427F1D,CASH_GBP,,,sedol_isin,Cash,0.00,3578.77,,0.00,,,GBP
ID-1AED2357,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,85668.95,0.00,8862.00,9.67,GBP
ID-1AED2357,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,16786.70,0.00,196.00,115.40,USD
ID-1AED2357,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,36411.09,0.00,2448.00,17.04,EUR
ID-1AED2357,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,10600.28,0.00,366.00,28.96,GBP
ID-1AED2357,BHZPJ89,IE00BHZPJ890,,sedol_isin,ISHS MSCI USA ESG CTB ETF,0.00,0.00,41815.80,0.00,4696.00,12.00,USD
ID-1AED2357,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,108960.71,0.00,15462.00,7.05,GBP
ID-1AED2357,BMCMT55,IE0007L4ZKN0,,sedol_isin,QMM US EQUITY GBP ACC,0.00,0.00,48136.73,0.00,3992.00,12.06,GBP
ID-1AED2357,BMCMT77,IE000KY07VI3,,sedol_isin,QMM US EQUITY GBPH ACC,0.00,0.00,230961.90,0.00,17877.00,12.92,GBP
ID-1AED2357,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,52856.72,0.00,4819.00,10.97,GBP
ID-1AED2357,BMCMTQ6,IE000L2R6JD7,,sedol_isin,QMM GL IG CREDIT GBPH ACC,0.00,0.00,390005.00,0.00,35.00,11143.00,GBP
ID-1AED2357,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,87512.30,0.00,183.00,547.98,EUR
ID-1AED2357,CASH_GBP,,,sedol_isin,Cash,0.00,9687.65,,0.00,,,GBP
ID-1AED2357,CASH_GBP,,,sedol_isin,Cash,0.00,47157.39,,0.00,,,GBP
ID-1AED2357,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,45132.21,0.00,9218.00,6.60,USD
ID-1AED2357,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,10559.22,0.00,93.00,113.54,GBP
ID-1AED2357,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,14407.65,0.00,3.25,5973.19,USD
ID-1CC03A7E,3250341,GB0032503418,,sedol_isin,SVS BROWN SHIP GWTH A ACC,0.00,0.00,362104.81,0.00,80578.76,4.49,GBP
ID-1CC03A7E,CASH_GBP,,,sedol_isin,Cash,0.00,17.30,,0.00,,,GBP
ID-1E2C8AA8,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,114988.97,0.00,11895.00,9.67,GBP
ID-1E2C8AA8,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,231410.03,0.00,23310.00,9.93,GBP
ID-1E2C8AA8,B4WXJK7,IE00B4WXJK79,,sedol_isin,ISHARESIII FTSE UK GIL0-5,0.00,0.00,71360.74,0.00,554.00,128.81,GBP
ID-1E2C8AA8,BCDBVY4,LU0953998605,,sedol_isin,JANUS HEN ABS RET I2 GBP,0.00,0.00,13032.69,0.00,799125.00,0.02,GBP
ID-1E2C8AA8,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,35548.41,0.00,2390.00,17.04,EUR
ID-1E2C8AA8,BDCNS92,LU1373034930,,sedol_isin,BRSF GBL EV DRIVEN D2£HDG,0.00,0.00,18133.33,0.00,129.21,140.34,GBP
ID-1E2C8AA8,BDZVH85,IE00BDZVH859,,sedol_isin,ISHARES II USD TIPS £ ETF,0.00,0.00,32682.03,0.00,6749.00,4.84,GBP
ID-1E2C8AA8,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,14209.50,0.00,75.00,189.46,GBP
ID-1E2C8AA8,BF6SWG2,IE00BF6SWG20,,sedol_isin,RV CAPITAL ASIA OPP A GBP,0.00,0.00,7805.53,0.00,64701.00,0.12,GBP
ID-1E2C8AA8,BFWY8B1,IE00BFWY8B17,,sedol_isin,AMUNDI/SANDLER US SI GBP,0.00,0.00,8001.48,0.00,615134.00,0.01,GBP
ID-1E2C8AA8,BG08P77,IE00BG08P774,,sedol_isin,MONTLAKE COOPER N/AM POOL,0.00,0.00,9851.52,0.00,95.00,103.70,GBP
ID-1E2C8AA8,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,53725.44,0.00,1855.00,28.96,GBP
ID-1E2C8AA8,BK74KV5,IE00BK74KV56,,sedol_isin,ISHARES €CORP BD SRI ETF£,0.00,0.00,32989.57,0.00,6781.00,4.87,GBP
ID-1E2C8AA8,BK8M8N6,IE00BK8M8N66,,sedol_isin,BLACKROCK ICS £ LIQ HERIT,0.00,0.00,23493.51,0.00,200.78,117.01,GBP
ID-1E2C8AA8,BKPV6D2,LU2183780134,,sedol_isin,AMUNDI US CORP BD ESG IHG,0.00,0.00,15920.41,0.00,19802.00,0.80,GBP
ID-1E2C8AA8,BKT7175,XS2115336336,,sedol_isin,HANETF-ETC-ROY MINT PERP,0.00,0.00,20660.35,0.00,646.00,43.09,USD
ID-1E2C8AA8,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,158620.92,0.00,22509.00,7.05,GBP
ID-1E2C8AA8,BMB3JY8,IE00BMB3JY80,,sedol_isin,ATLANTIC HOUSE D/RET I £,0.00,0.00,261915.14,0.00,217375.00,1.20,GBP
ID-1E2C8AA8,BMCMT55,IE0007L4ZKN0,,sedol_isin,QMM US EQUITY GBP ACC,0.00,0.00,127058.31,0.00,10537.00,12.06,GBP
ID-1E2C8AA8,BMCMT77,IE000KY07VI3,,sedol_isin,QMM US EQUITY GBPH ACC,0.00,0.00,90772.41,0.00,7026.00,12.92,GBP
ID-1E2C8AA8,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,83754.70,0.00,7636.00,10.97,GBP
ID-1E2C8AA8,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,78504.18,0.00,7465.00,10.52,GBP
ID-1E2C8AA8,BMCMTY4,IE000N0WGY67,,sedol_isin,QMM GLB HY CORP GBPH DIS,0.00,0.00,71215.53,0.00,6693.00,10.64,GBP
ID-1E2C8AA8,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,13750.50,0.00,1095919.00,0.01,GBP
ID-1E2C8AA8,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,23635.88,0.00,212.00,111.49,GBP
ID-1E2C8AA8,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,92772.60,0.00,194.00,547.98,EUR
ID-1E2C8AA8,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,34937.62,0.00,4141.00,8.44,GBP
ID-1E2C8AA8,BVYTYH4,IE00BQQP9F84,,sedol_isin,VANECK GOLD MIN A$ ETF,0.00,0.00,12198.22,0.00,193.00,85.16,USD
ID-1E2C8AA8,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,14467.23,0.00,69.00,209.67,GBP
ID-1E2C8AA8,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,19275.32,0.00,78082.00,0.25,GBP
ID-1E2C8AA8,CASH_GBP,,,sedol_isin,Cash,0.00,14000.43,,0.00,,,GBP
ID-1E2C8AA8,CASH_GBP,,,sedol_isin,Cash,0.00,70280.86,,0.00,,,GBP
ID-1E2C8AA8,CASH_GBP,,,sedol_isin,Cash,0.00,270000.00,,0.00,,,GBP
ID-1E2C8AA8,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,42419.78,0.00,8664.00,6.60,USD
ID-1E2C8AA8,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,33380.76,0.00,294.00,113.54,GBP
ID-1E2C8AA8,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,74968.54,0.00,16911.00,5.97,USD
ID-1E2C8AA8,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,13972.70,0.00,132.70,105.30,GBP
ID-2179FFAF,3250415,GB0032504150,,sedol_isin,SVS BROWN SHIP DYN A CAP,0.00,0.00,219815.25,0.00,49119.63,4.48,GBP
ID-2179FFAF,CASH_GBP,,,sedol_isin,Cash,0.00,52.67,,0.00,,,GBP
ID-266AF1A3,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,80903.12,0.00,8369.00,9.67,GBP
ID-266AF1A3,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,55871.97,0.00,5628.00,9.93,GBP
ID-266AF1A3,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,17386.23,0.00,203.00,115.40,USD
ID-266AF1A3,BCDBVY4,LU0953998605,,sedol_isin,JANUS HEN ABS RET I2 GBP,0.00,0.00,5409.40,0.00,331688.00,0.02,GBP
ID-266AF1A3,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,24303.81,0.00,1634.00,17.04,EUR
ID-266AF1A3,BDCNS92,LU1373034930,,sedol_isin,BRSF GBL EV DRIVEN D2£HDG,0.00,0.00,3195.54,0.00,22.77,140.34,GBP
ID-266AF1A3,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,6062.72,0.00,32.00,189.46,GBP
ID-266AF1A3,BF6SWG2,IE00BF6SWG20,,sedol_isin,RV CAPITAL ASIA OPP A GBP,0.00,0.00,2450.44,0.00,20312.00,0.12,GBP
ID-266AF1A3,BFWY8B1,IE00BFWY8B17,,sedol_isin,AMUNDI/SANDLER US SI GBP,0.00,0.00,3365.95,0.00,258766.00,0.01,GBP
ID-266AF1A3,BG08P77,IE00BG08P774,,sedol_isin,MONTLAKE COOPER N/AM POOL,0.00,0.00,3836.91,0.00,37.00,103.70,GBP
ID-266AF1A3,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,38983.53,0.00,1346.00,28.96,GBP
ID-266AF1A3,BHZPJ89,IE00BHZPJ890,,sedol_isin,ISHS MSCI USA ESG CTB ETF,0.00,0.00,20435.96,0.00,2295.00,12.00,USD
ID-266AF1A3,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,92745.57,0.00,13161.00,7.05,GBP
ID-266AF1A3,BMCMT66,IE000PBSSTH3,,sedol_isin,QMM US EQUITY GBP DIS,0.00,0.00,66145.10,0.00,5523.00,11.98,GBP
ID-266AF1A3,BMCMT88,IE000V470LW0,,sedol_isin,QMM US EQUITY GBPH DIS,0.00,0.00,65542.66,0.00,5106.00,12.84,GBP
ID-266AF1A3,BMCMTH7,IE000LNGBWW1,,sedol_isin,QMM CONT EURO EQ GBPH DIS,0.00,0.00,54289.96,0.00,5107.00,10.63,GBP
ID-266AF1A3,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,29466.67,0.00,2802.00,10.52,GBP
ID-266AF1A3,BMCMTX3,IE000HR61W43,,sedol_isin,QMM GLB HY CORP GBPH ACC,0.00,0.00,51334.43,0.00,4409.00,11.64,GBP
ID-266AF1A3,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,5654.37,0.00,4506554.00,0.00,GBP
ID-266AF1A3,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,7692.81,0.00,69.00,111.49,GBP
ID-266AF1A3,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,71253.18,0.00,149.00,547.98,EUR
ID-266AF1A3,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,9047.51,0.00,743.00,12.18,GBP
ID-266AF1A3,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,21986.82,0.00,2606.00,8.44,GBP
ID-266AF1A3,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,5241.75,0.00,25.00,209.67,GBP
ID-266AF1A3,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,14368.24,0.00,58204.00,0.25,GBP
ID-266AF1A3,CASH_GBP,,,sedol_isin,Cash,0.00,17222.56,,0.00,,,GBP
ID-266AF1A3,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,44823.76,0.00,9155.00,6.60,USD
ID-266AF1A3,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,18166.40,0.00,160.00,113.54,GBP
ID-266AF1A3,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,27662.69,0.00,6.24,5973.19,USD
ID-266AF1A3,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,6550.43,0.00,62.21,105.30,GBP
ID-27790A31,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,43772.18,0.00,4528.00,9.67,GBP
ID-27790A31,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,26486.57,0.00,2668.00,9.93,GBP
ID-27790A31,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,9335.46,0.00,109.00,115.40,USD
ID-27790A31,BCZRLN9,LU0973214777,,sedol_isin,JANUS HEN ABS RET G1 GBP,0.00,0.00,2220.65,0.00,298848.00,0.01,GBP
ID-27790A31,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,13356.68,0.00,898.00,17.04,EUR
ID-27790A31,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,2273.52,0.00,12.00,189.46,GBP
ID-27790A31,BF6SWG2,IE00BF6SWG20,,sedol_isin,RV CAPITAL ASIA OPP A GBP,0.00,0.00,1024.47,0.00,8492.00,0.12,GBP
ID-27790A31,BFWY8B1,IE00BFWY8B17,,sedol_isin,AMUNDI/SANDLER US SI GBP,0.00,0.00,1430.85,0.00,11.00,130.08,GBP
ID-27790A31,BG08P77,IE00BG08P774,,sedol_isin,MONTLAKE COOPER N/AM POOL,0.00,0.00,1617.72,0.00,15.60,103.70,GBP
ID-27790A31,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,21142.63,0.00,730.00,28.96,GBP
ID-27790A31,BHZPJ89,IE00BHZPJ890,,sedol_isin,ISHS MSCI USA ESG CTB ETF,0.00,0.00,11006.03,0.00,1236.00,12.00,USD
ID-27790A31,BKPV6D2,LU2183780134,,sedol_isin,AMUNDI US CORP BD ESG IHG,0.00,0.00,482388.00,0.00,0.60,803980.00,GBP
ID-27790A31,BLCHCV0,LU1852212023,,sedol_isin,UBS SUS DV BK BD H?DISETF,0.00,0.00,1107.54,0.00,105.00,10.55,GBP
ID-27790A31,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,50470.61,0.00,7162.00,7.05,GBP
ID-27790A31,BMCMT55,IE0007L4ZKN0,,sedol_isin,QMM US EQUITY GBP ACC,0.00,0.00,37043.10,0.00,3072.00,12.06,GBP
ID-27790A31,BMCMT77,IE000KY07VI3,,sedol_isin,QMM US EQUITY GBPH ACC,0.00,0.00,39624.11,0.00,3067.00,12.92,GBP
ID-27790A31,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,29241.75,0.00,2666.00,10.97,GBP
ID-27790A31,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,14228.55,0.00,1353.00,10.52,GBP
ID-27790A31,BMCMTY4,IE000N0WGY67,,sedol_isin,QMM GLB HY CORP GBPH DIS,0.00,0.00,25706.96,0.00,2416.00,10.64,GBP
ID-27790A31,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,2634.87,0.00,21.00,125.47,GBP
ID-27790A31,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,4203.17,0.00,37.70,111.49,GBP
ID-27790A31,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,38734.95,0.00,81.00,547.98,EUR
ID-27790A31,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,4761.21,0.00,391.00,12.18,GBP
ID-27790A31,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,11718.99,0.00,1389.00,8.44,GBP
ID-27790A31,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,2935.38,0.00,14.00,209.67,GBP
ID-27790A31,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,7899.52,0.00,32.00,246.86,GBP
ID-27790A31,BZ4TGQ5,LU1603215044,,sedol_isin,BRSF GBL EV DRIVEN I5 HDG,0.00,0.00,1416.56,0.00,10.65,133.01,GBP
ID-27790A31,CASH_GBP,,,sedol_isin,Cash,0.00,12236.37,,0.00,,,GBP
ID-27790A31,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,24426.62,0.00,4989.00,6.60,USD
ID-27790A31,TPY0158,LU2501124247,,sedol_isin,ROBECO QI US CL BE EQ CXH,0.00,0.00,990.90,0.00,6.00,165.15,GBP
ID-27790A31,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,9083.20,0.00,80.00,113.54,GBP
ID-27790A31,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,15959.24,0.00,3.60,5973.19,USD
ID-27790A31,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,2769.27,0.00,26.30,105.30,GBP
ID-2C170715,3250404,GB0032504044,,sedol_isin,SVS BROWN SHIP DYN A DIS,0.00,0.00,190167.54,0.00,48419.49,3.93,GBP
ID-2C170715,B42W4J8,IE00B42W4J83,,sedol_isin,POLAR GL TECHNOLOGY I GBP,0.00,0.00,20921.39,0.00,154083.00,0.14,GBP
ID-2C170715,BF04783,IE00BF047831,,sedol_isin,FORTEM CAP PRGSV GRWTH A?,0.00,0.00,33056.52,0.00,22720.82,1.45,GBP
ID-2C170715,BFLR220,IE00BFLR2202,,sedol_isin,ATLANTIC HOUSE DEFRET B£,0.00,0.00,33185.24,0.00,14578.59,2.28,GBP
ID-2C170715,BMCDD67,IE00BMCDD674,,sedol_isin,GEMPC ATLN A HDG GBP,0.00,0.00,33413.78,0.00,27345.75,1.22,GBP
ID-2C170715,CASH_GBP,,,sedol_isin,Cash,0.00,2898.19,,0.00,,,GBP
ID-2C170715,TPY0139,IE000B8NX8P7,,sedol_isin,QUINTET DEFINED RETURNS I,0.00,0.00,33430.81,0.00,27391.77,1.22,GBP
ID-2E4AE09B,0006655,GB0000066554,,sedol_isin,ABERFORTH SMALLER CO.,0.00,0.00,93654.30,0.00,5935.00,15.78,GBP
ID-2E4AE09B,0237400,GB0002374006,,sedol_isin,DIAGEO,0.00,0.00,25559.88,0.00,1595.00,16.03,GBP
ID-2E4AE09B,0489308,GB0004893086,,sedol_isin,4.25% UK TREAS STK JUN32,0.00,0.00,128753.37,0.00,127200.00,1.01,GBP
ID-2E4AE09B,0602053,GB0006020530,,sedol_isin,BAILLIE GIFF EM MKT B DIS,0.00,0.00,216053.43,0.00,23390.00,9.24,GBP
ID-2E4AE09B,0682538,GB0006825383,,sedol_isin,PERSIMMON,0.00,0.00,22263.00,0.00,1640.00,13.58,GBP
ID-2E4AE09B,0709954,GB0007099541,,sedol_isin,PRUDENTIAL,0.00,0.00,55851.60,0.00,4880.00,11.45,GBP
ID-2E4AE09B,0989529,GB0009895292,,sedol_isin,ASTRAZENECA,0.00,0.00,51712.50,0.00,375.00,137.90,GBP
ID-2E4AE09B,2000019,US0231351067,,sedol_isin,AMAZON COM,0.00,0.00,104155.08,0.00,608.00,230.82,USD
ID-2E4AE09B,2046251,US0378331005,,sedol_isin,APPLE,0.00,0.00,84338.34,0.00,418.00,271.86,USD
ID-2E4AE09B,2073390,US0846707026,,sedol_isin,BERKSHIRE HATHAWAY B,0.00,0.00,75729.52,0.00,203.00,502.65,USD
ID-2E4AE09B,2270726,US2546871060,,sedol_isin,WALT DISNEY,0.00,0.00,35210.10,0.00,417.00,113.77,USD
ID-2E4AE09B,2320524,US5184391044,,sedol_isin,ESTEE LAUDER A,0.00,0.00,13445.57,0.00,173.00,104.72,USD
ID-2E4AE09B,2379504,US67066G1040,,sedol_isin,NVIDIA CORP,0.00,0.00,99658.60,0.00,720.00,186.50,USD
ID-2E4AE09B,2463247,US4581401001,,sedol_isin,INTEL CORP,0.00,0.00,46282.47,0.00,1690.00,36.90,USD
ID-2E4AE09B,2520153,US00846U1016,,sedol_isin,AGILENT TECHNOLOGIES,0.00,0.00,18682.61,0.00,185.00,136.07,USD
ID-2E4AE09B,2588173,US5949181045,,sedol_isin,MICROSOFT,0.00,0.00,61017.81,0.00,170.00,483.62,USD
ID-2E4AE09B,2640147,US6541061031,,sedol_isin,NIKE INC B,0.00,0.00,7801.80,0.00,165.00,63.71,USD
ID-2E4AE09B,2867719,US8716071076,,sedol_isin,SYNOPSYS,0.00,0.00,34512.60,0.00,99.00,469.72,USD
ID-2E4AE09B,2886907,US8835561023,,sedol_isin,THERMO FISHER SCIENTIFIC,0.00,0.00,30103.53,0.00,70.00,579.45,USD
ID-2E4AE09B,3163836,GB0031638363,,sedol_isin,INTERTEK GROUP PLC,0.00,0.00,12952.80,0.00,280.00,46.26,GBP
ID-2E4AE09B,5497168,DE0007664039,,sedol_isin,VW (PRIV),0.00,0.00,48797.45,0.00,540.00,103.55,EUR
ID-2E4AE09B,7123870,CH0038863350,,sedol_isin,NESTLE (NOM),0.00,0.00,32138.78,0.00,435.00,78.74,CHF
ID-2E4AE09B,B082RF1,GB00B082RF11,,sedol_isin,RENTOKIL INITIAL,0.00,0.00,33965.25,0.00,7590.00,4.48,GBP
ID-2E4AE09B,B15KXQ8,GB00B15KXQ89,,sedol_isin,WISDOMT.ETC-COPPER COM ID,0.00,0.00,99809.82,0.00,2710.00,49.63,USD
ID-2E4AE09B,B16NNR7,GB00B16NNR78,,sedol_isin,4 1/4 UK TREAS STK DEC27,0.00,0.00,296860.64,0.00,292695.00,1.01,GBP
ID-2E4AE09B,B24CGK7,GB00B24CGK77,,sedol_isin,RECKITT BENCKISER GROUP,0.00,0.00,41713.90,0.00,695.00,60.02,GBP
ID-2E4AE09B,B2B0DG9,GB00B2B0DG97,,sedol_isin,RELX PLC,0.00,0.00,26727.00,0.00,885.00,30.20,GBP
ID-2E4AE09B,B4MR8G8,GB00B4MR8G82,,sedol_isin,FUNDSMITH EQ FUND I DIS,0.00,0.00,179262.63,0.00,27775.00,6.45,GBP
ID-2E4AE09B,B616C79,US88160R1014,,sedol_isin,TESLA,0.00,0.00,46727.62,0.00,140.00,449.72,USD
ID-2E4AE09B,B62H2K4,LU0435534705,,sedol_isin,BRGF SUST ENERGY D4 GBP,0.00,0.00,85345.10,0.00,5185.00,16.46,GBP
ID-2E4AE09B,B7TL820,US30303M1027,,sedol_isin,META PLATFORMS A,0.00,0.00,62217.18,0.00,127.00,660.09,USD
ID-2E4AE09B,B80NXX8,US81762P1021,,sedol_isin,SERVICENOW,0.00,0.00,37518.70,0.00,330.00,153.19,USD
ID-2E4AE09B,B8N44R9,GB00B8N44R93,,sedol_isin,INVESCO PERP ASIAN Z DIS,0.00,0.00,41850.24,0.00,6400.00,6.54,GBP
ID-2E4AE09B,B929F46,NL0010273215,,sedol_isin,ASML HOLDING,0.00,0.00,99706.43,0.00,124.00,921.40,EUR
ID-2E4AE09B,BF2DSG3,CH0418792922,,sedol_isin,SIKA LTD,0.00,0.00,13731.18,0.00,90.00,162.60,CHF
ID-2E4AE09B,BFF5BH8,GB00BFF5BH82,,sedol_isin,JUPITER JAP INC U2 UNHDG,0.00,0.00,177491.87,0.00,128190.00,1.38,GBP
ID-2E4AE09B,BGT0LX2,GG00BR30MJ80,,sedol_isin,HARBOURVEST GBL RED USD,0.00,0.00,127096.63,0.00,5480.00,31.25,USD
ID-2E4AE09B,BJ09MR0,IE00BJ09MR04,,sedol_isin,WELLINGTON GBL STEW N GBP,0.00,0.00,74770.76,0.00,4110.00,18.19,GBP
ID-2E4AE09B,BJ0LT19,GB00BJ0LT190,,sedol_isin,HGCAPITAL TRUST GBP,0.00,0.00,149301.20,0.00,29390.00,5.08,GBP
ID-2E4AE09B,BJFFLV0,GB00BJFFLV09,,sedol_isin,CRODA INTERNATIONAL,0.00,0.00,15571.40,0.00,565.00,27.56,GBP
